Time(ns),Utilization(%)
6675151,87.61
6688525,87.77
6705163,87.82
6723717,87.86
6737212,87.91
6738136,87.82
6750564,87.96
6751496,87.79
6768235,87.84
6785717,87.89
6803246,87.91
6820295,87.94
6837512,87.97
6838591,87.71
6852330,87.92
6870455,87.96
6887868,87.98
6901434,88.11
6918329,88.16
6919407,88.00
6936565,88.04
6937646,87.87
6954816,87.91
6956042,87.82
6972952,87.86
6973954,87.78
6987033,87.98
7005459,88.02
7023605,88.05
7024747,87.76
7025428,87.37
7039191,87.58
7053028,87.73
7070290,87.77
7083795,87.94
7084718,87.74
7099057,87.80
7113100,87.96
7114142,87.91
7114767,87.59
7131655,87.64
7145514,87.90
7158915,88.00
7172142,88.15
7187265,88.18
7204883,88.22
7222652,88.25
7223709,87.85
7224456,87.72
7237835,88.11
7251544,88.21
7252525,87.83
7266501,88.12
7267491,88.05
7284911,88.09
7302785,88.12
7303894,87.75
7317976,87.98
7318945,87.83
7319551,87.64
7336660,87.71
7337746,87.43
7338419,87.05
7352378,87.20
7371122,87.25
7372225,87.02
7372987,86.64
7387211,86.87
7388068,86.64
7402466,86.70
7416509,86.72
7433940,86.77
7447825,86.98
7462480,87.02
7476233,87.07
7490866,87.17
7491835,86.85
7492440,86.54
7509960,86.59
7527912,86.64
7528904,86.51
7544204,86.74
7558332,87.00
7559314,86.92
7572974,87.04
7590272,87.07
7608321,87.11
7626483,87.14
7644506,87.17
7662750,87.20
7663847,87.20
7681647,87.23
7697666,87.26
7698607,86.98
7716177,87.01
7717235,86.73
7717883,86.71
7735683,86.76
7750117,86.81
7750964,86.61
7764343,86.89
7781992,86.94
7800615,86.97
7818913,87.01
7834539,87.09
7849206,87.30
7864716,87.43
7865780,87.04
7880468,87.32
7899048,87.35
7900185,87.18
7915443,87.22
7933963,87.26
7952539,87.29
7967209,87.51
7968169,87.37
7986584,87.42
7987631,87.24
7988344,87.00
8004117,87.11
8018977,87.20
8019902,86.89
8034640,86.98
8050682,87.03
8065930,87.08
8080858,87.16
8095604,87.31
8110393,87.43
8124847,87.55
8143314,87.58
8144417,87.53
8163424,87.56
8182712,87.60
8183756,87.31
8199322,87.46
8200261,87.28
8201084,87.15
8216525,87.16
8217351,87.02
8232081,87.15
8252556,87.19
8272042,87.23
8273090,87.14
8288244,87.30
8303262,87.43
8318311,87.56
8336423,87.63
8356078,87.65
8374026,87.69
8393622,87.72
8413234,87.76
8414269,87.74
8434661,87.78
8454169,87.80
8470458,87.89
8489866,87.92
8509643,87.95
8526024,87.99
8526919,87.64
8542896,87.76
8562510,87.80
8582338,87.83
8600521,87.93
8620422,87.96
8621523,87.74
8637802,87.89
8638839,87.87
8639468,87.76
8640077,87.52
8659705,87.56
8660865,87.51
8676705,87.70
8677675,87.47
8693140,87.73
8694107,87.37
8710424,87.48
8730235,87.52
8731299,87.25
8751084,87.29
8752218,87.14
8752905,87.13
8769060,87.37
8785584,87.38
8803464,87.47
8823624,87.51
8843783,87.54
8859912,87.68
8875909,87.78
8876821,87.44
8893132,87.47
8909356,87.65
8929316,87.67
8949994,87.70
8967067,87.71
8984067,87.79
9005191,87.80
9006480,87.67
9007106,87.55
9024195,87.60
9044757,87.62
9045818,87.40
9046532,87.26
9066524,87.30
9087146,87.35
9107678,87.39
9108738,87.15
9125576,87.17
9142401,87.31
9158822,87.53
9175080,87.66
9196711,87.70
9214139,87.71
9234634,87.75
9235793,87.66
9252215,87.81
9286433,87.85
9303578,87.96
9319889,88.07
9320842,87.84
9344380,87.95
9365737,87.99
9388170,88.03
9389254,87.69
9406810,87.78
9407853,87.46
9408487,87.13
9409225,86.94
9427235,86.99
9428213,86.66
9445334,86.75
9462576,86.78
9479536,86.93
9480490,86.91
9497424,87.11
9513887,87.34
9534411,87.38
9552359,87.39
9569399,87.56
9590363,87.59
9612822,87.62
9632322,87.65
9650242,87.65
9667674,87.76
9688430,87.80
9709626,87.82
9728197,87.87
9729166,87.70
9729838,87.50
9730432,87.24
9747618,87.44
9748612,87.29
9765655,87.51
9783046,87.62
9800262,87.65
9822377,87.68
9844220,87.71
9845339,87.62
9866212,87.65
9884006,87.73
9901612,87.82
9922775,87.85
9941778,87.93
9962789,87.96
9963845,87.81
9982349,87.86
10003744,87.90
10026354,87.93
10048118,87.95
10069582,87.97
10070719,87.94
10091876,87.97
10113828,87.99
10132060,88.03
10153499,88.05
10154791,87.85
10155483,87.66
10177395,87.70
10196992,87.84
10197965,87.59
10217146,87.65
10237187,87.68
10259163,87.70
10281180,87.73
10299649,87.85
10300591,87.52
10318810,87.64
10319832,87.64
10344323,87.67
10366328,87.70
10367495,87.38
10385755,87.64
10408648,87.67
10430832,87.71
10450183,87.80
10451170,87.69
10472810,87.72
10491885,87.82
10513670,87.85
10514737,87.66
10536371,87.69
10537645,87.62
10538277,87.48
10556596,87.61
10575238,87.64
10594329,87.64
10595238,87.34
10613878,87.40
10633397,87.56
10652234,87.61
10670341,87.64
10692012,87.68
10714382,87.70
10715521,87.58
10737460,87.60
10760057,87.62
10761179,87.51
10761919,87.23
10780413,87.36
10781451,87.18
10799637,87.23
10818552,87.23
10836660,87.36
10860060,87.38
10879950,87.43
10898660,87.49
10920873,87.53
10943418,87.57
10962203,87.62
10980224,87.68
10999099,87.69
11021231,87.72
11022399,87.55
11041943,87.64
11061572,87.67
11062552,87.55
11083218,87.63
11102213,87.64
11103219,87.55
11121232,87.69
11122228,87.39
11141246,87.47
11142148,87.31
11161067,87.32
11179869,87.44
11198869,87.54
11217591,87.62
11218483,87.31
11238523,87.45
11257026,87.55
11276304,87.56
11298994,87.58
11300113,87.34
11319095,87.50
11320059,87.46
11342497,87.46
11343654,87.17
11363058,87.26
11382383,87.35
11383256,87.24
11405944,87.26
11407177,87.24
11407793,87.01
11427113,87.07
11446104,87.08
11447184,86.78
11466040,86.89
11466978,86.71
11485888,86.71
11504563,86.72
11527150,86.76
11546092,86.77
11546924,86.68
11547537,86.40
11548279,86.33
11570422,86.37
11571684,86.35
11592638,86.44
11615464,86.48
11638478,86.51
11658126,86.63
11678167,86.66
11700423,86.70
11723657,86.72
11743564,86.81
11762481,86.93
11785066,86.96
11786305,86.93
11806461,87.01
11826366,87.05
11849157,87.07
11869258,87.14
11888413,87.19
11911357,87.21
11912738,87.04
11932852,87.08
11956041,87.11
11975370,87.23
11998100,87.26
12018008,87.29
12018905,87.11
12019769,86.88
12020439,86.78
12044972,86.81
12064665,86.99
12084341,87.11
12085403,86.87
12086092,86.78
12105146,87.01
12128523,87.04
12149114,87.07
12172409,87.10
12192760,87.17
12215922,87.21
12240005,87.25
12261247,87.36
12284860,87.38
12308674,87.40
12309828,87.36
12336514,87.38
12360383,87.40
12383864,87.43
12407409,87.46
12428229,87.51
12448329,87.52
12469031,87.61
12470182,87.50
12490067,87.57
12513282,87.59
12514443,87.49
12515106,87.49
12538718,87.51
12562275,87.53
12582026,87.63
12605446,87.66
12625926,87.67
12649231,87.70
12669642,87.77
12694266,87.79
12695412,87.61
